caseid_new,w4_xqualified,w4_status,w4_complete,w4_source,w4_duration,w4_HCMST_interview_fin_yrmo,w4_xtype,w4_xyear,w4_xmonth,w4_xmarry,w4_xlast,w4_xwave1_month,w4_xcivil,w4_xss,w4_q1,w4_q2,w4_quality,w4_attractive,w4_attractive_partner,w4_q3,w4_q4,w4_mbtiming_year,w4_mbtiming_month,w4_q5,w4_q6,w4_q7,w4_mar_year,w4_mar_month,w4_civ_year,w4_q8_a,w4_q8_b,w4_q9,w4_q10,w4_nonmbtiming_year,w4_nonmbtiming_month,relationship_quality_w4,w4_broke_up,w234_combo_breakup,pp4_ppeduc,pp4_ppeducat,pp4_ppethm,pp4_pphhhead,pp4_pphhsize,pp4_pphouse,pp4_ppincimp,pp4_ppmarit,pp4_ppmsacat,pp4_ppreg4,pp4_ppreg9,pp4_pprent,pp4_ppt01,pp4_ppt25,pp4_ppt612,pp4_ppt1317,pp4_ppt18ov,pp4_ppwork,pp4_ppnet,pp4_ppcmdate_yrmo,pp4_newer,ppa2009_services_yrmo,ppa2009_how_often_services
3314235,qualified for wave 4,Withdrawn,Yes,On-line,3,201304,different sex couple,2011,May,Unmarried partners,2,2,No,No,,,Good,moderately attractive,very attractive,,,,,Yes,Yes,"Yes, married [xnamep]",2011,July,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",Associate degree,Some college,"Other, Non-Hispanic",No,2,A one-family house detached from any other house,"$175,000 or more",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201007,No,200906,Once a week
3315411,qualified for wave 4,Withdrawn,Yes,Telephone,,201304,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,,Rented for cash,0,0,0,2,2,Working - as a paid employee,Yes,201108,No,200902,Once a week
3316525,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$40,000 to $49,999",Never married,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,201305,Yes,200903,
3317401,qualified for wave 4,Withdrawn,No,,,,different sex couple,2009,February,Married,4,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,Hispanic,Yes,2,A building with 2 or more apartments,"$125,000 to $149,999",Married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,200602,No,,
3318455,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"Black, Non-Hispanic",No,1,A one-family house detached from any other house,"$12,500 to $14,999",Never married,Metro,South,West-South Central,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,200906,No,200809,
3319473,qualified for wave 4,Retired,No,,,,different sex couple,2009,February,Unmarried partners,4,2,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$30,000 to $34,999",Divorced,Metro,South,South Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,200803,No,200902,A few times a year
3321401,qualified for wave 4,Do not call,No,,,,different sex couple,2010,May,Married,3,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,1,4,Working - as a paid employee,Yes,200905,No,200902,Once a week
3322441,qualified for wave 4,Active,Yes,On-line,2,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,slightly attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,1,1,2,Working - self-employed,Yes,201305,Yes,200903,Once a week
3323693,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house attached to one or more houses,"$50,000 to $59,999",Divorced,Non-Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,1,Not working - retired,Yes,201306,Yes,200905,Once a year or less
3324701,qualified for wave 4,Retired,No,,,,different sex couple,2011,June,Married,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",No,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,No,200908,No,200905,Once a week
3325823,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",No,1,A one-family house detached from any other house,"$50,000 to $59,999",Divorced,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,1,Not working - retired,Yes,201107,No,200902,Never
3326504,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",No,1,A building with 2 or more apartments,"$10,000 to $12,499",Divorced,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Not working - disabled,No,201007,No,200902,Once or twice a month
3327431,qualified for wave 4,Withdrawn,No,,,,different sex couple,2011,June,Married,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Northeast,,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,No,200711,No,200905,Once a week
3328441,qualified for wave 4,Withdrawn,Yes,On-line,1,201304,different sex couple,2009,February,Married,4,2,No,No,yes,yes,Good,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",Professional or Doctorate degree,Bachelor's degree or higher,"Other, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,1,1,2,Working - as a paid employee,Yes,200905,No,200906,
3329285,qualified for wave 4,Retired,No,,,,different sex couple,2011,June,Unmarried partners,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",No,4,A one-family house detached from any other house,"$75,000 to $84,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,Yes,200904,No,200811,
3330732,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7th or 8th grade,Less than high school,"Black, Non-Hispanic",Yes,2,A mobile home,"Less than $5,000",Widowed,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,No,200910,No,200903,More than once a week
3332271,qualified for wave 4,Do not call,No,,,,different sex couple,2009,February,Married,4,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200905,No,200902,
3333215,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4","Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$15,000 to $19,999",Living with partner,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201305,Yes,200903,
3334205,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Associate degree,Some college,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$25,000 to $29,999",Never married,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - looking for work,Yes,201208,Yes,201005,Once a year or less
3335321,qualified for wave 4,Active,Yes,On-line,3,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Good,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,1,1,0,0,2,Working - as a paid employee,Yes,201305,Yes,200903,
3336706,qualified for wave 4,Active,Yes,On-line,1,201303,same-sex couple,2011,April,Unmarried partners,2,2,Yes,No,,,Excellent,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Living with partner,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201305,Yes,200903,Once a week
3337894,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$75,000 to $84,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200905,No,200905,Once a year or less
3338241,qualified for wave 4,Active,No,,,,different sex couple,2011,May,Married,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Mountain,Occupied without payment of cash rent,0,0,0,0,3,Not working - other,Yes,200904,No,200902,
3339456,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2011,April,Unmarried partners,2,3,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house attached to one or more houses,"$125,000 to $149,999",Living with partner,Metro,South,,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201007,No,200902,A few times a year
3343651,qualified for wave 4,Withdrawn,No,,,,different sex couple,2009,February,Married,4,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,,11th grade,Less than high school,"White, Non-Hispanic",Yes,2,A mobile home,"$20,000 to $24,999",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200905,No,200902,A few times a year
3344521,qualified for wave 4,Withdrawn,No,,,,different sex couple,2011,May,Married,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Associate degree,Some college,"White, Non-Hispanic",Yes,3,A building with 2 or more apartments,"$50,000 to $59,999",Married,Metro,Midwest,,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,200712,No,200810,
3345295,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2009,February,Unmarried partners,4,2,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$10,000 to $12,499",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,200503,No,,
3348643,qualified for wave 4,Retired,No,,,,different sex couple,2010,March,Unmarried partners,3,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$30,000 to $34,999",Divorced,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,200904,No,200902,Once a year or less
3349375,qualified for wave 4,Withdrawn,No,,,,different sex couple,2009,February,Unmarried partners,4,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$75,000 to $84,999",Never married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,No,200905,No,200903,A few times a year
3351401,qualified for wave 4,Active,Yes,On-line,0,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Other, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,Midwest,West-North Central,Rented for cash,0,0,2,0,2,Working - as a paid employee,Yes,201305,Yes,200903,Once a year or less
3352466,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$35,000 to $39,999",Living with partner,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,Yes,200807,No,200902,Once a week
3353683,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Divorced,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200710,No,,
3354341,qualified for wave 4,Withdrawn,Yes,On-line,1,201304,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",12th grade NO DIPLOMA,Less than high school,"White, Non-Hispanic",No,3,A mobile home,"$20,000 to $24,999",Separated,Non-Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,1,2,Working - as a paid employee,Yes,201305,Yes,200902,Once or twice a month
3355301,qualified for wave 4,Active,Yes,On-line,2,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,5,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,1,1,1,0,2,Working - as a paid employee,Yes,201305,Yes,200904,Once or twice a month
3356271,qualified for wave 4,Active,No,,,,different sex couple,2011,April,Married,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Associate degree,Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201211,Yes,200902,
3357661,qualified for wave 4,Do not call,No,,,,different sex couple,2011,April,Married,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,No,1,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-Metro,South,South Atlantic,Rented for cash,0,0,0,0,1,Not working - retired,No,201107,No,200902,Once or twice a month
3358441,qualified for wave 4,Active,Yes,On-line,0,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Fair,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,,3,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,5,A mobile home,"Less than $5,000",Married,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,1,2,0,2,Not working - disabled,Yes,201306,Yes,200902,Once a year or less
